megawatthours	BPAT	Demand	Day-ahead demand forecast	Net generation	Total interchange	CISO	Demand	Day-ahead demand forecast	Net generation	Total interchange	CPLE	Demand	Day-ahead demand forecast	Net generation	Total interchange	ERCO	Demand	Day-ahead demand forecast	Net generation	Total interchange	FPL	Demand	Day-ahead demand forecast	Net generation	Total interchange	ISNE	Demand	Day-ahead demand forecast	Net generation	Total interchange	MISO	Demand	Day-ahead demand forecast	Net generation	Total interchange	NYIS	Demand	Day-ahead demand forecast	Net generation	Total interchange	PACW	Demand	Day-ahead demand forecast	Net generation	Total interchange	PJM	Demand	Day-ahead demand forecast	Net generation	Total interchange	United States Lower 48 (region)	Demand	Day-ahead demand forecast	Net generation	Total interchange
04:00 EST 1/10/2021	NA	6001	6023	10491	8045	NA	21041	20895	10978	-8464	NA	8509	8350	7891	-618	NA	39489	41690	39551	62	NA	10657	10462	11934	1277	NA	11562	11340	8736	-2826	NA	70469	69168	66353	-4639	NA	14978	14354	11556	-3422	NA	2201	2271	1795	-406	NA	88308	83726	93010	4711	NA	437832	429425	428543	-4130
05:00 EST 1/10/2021	NA	5840	6037	10275	7960	NA	20330	20128	10221	-8543	NA	8801	8559	7935	-866	NA	39439	41683	39500	61	NA	10825	10777	12082	1257	NA	11674	11430	8963	-2711	NA	70460	69160	66832	-4152	NA	14996	14347	11619	-3377	NA	2149	2222	1674	-475	NA	87716	84893	92325	4613	NA	437271	431609	428742	-3494
06:00 EST 1/10/2021	NA	5793	6005	10235	8019	NA	19889	19684	9694	-8853	NA	9103	8855	7929	-1174	NA	39765	42211	39827	62	NA	11329	11488	12568	1239	NA	11974	11730	9163	-2811	NA	70744	69703	67336	-4065	NA	15189	14472	11971	-3218	NA	2114	2205	1598	-516	NA	88374	86593	92649	4279	NA	441806	437660	433508	-3673
07:00 EST 1/10/2021	NA	5805	6018	10268	7868	NA	19734	19469	9749	-8900	NA	9482	9230	8041	-1441	NA	40580	43148	40758	178	NA	12224	12495	13226	1002	NA	12226	12240	9622	-2604	NA	71820	70982	68336	-4129	NA	15604	14823	12108	-3496	NA	2119	2221	1649	-470	NA	90753	89330	95294	4550	NA	451512	448698	443744	-3598
08:00 EST 1/10/2021	NA	5931	6139	10324	7703	NA	19840	19585	9881	-8966	NA	9840	9595	8300	-1540	NA	42011	45120	42188	177	NA	13346	13808	14416	1070	NA	12767	12760	9902	-2865	NA	72701	73425	69118	-4370	NA	16153	15363	13375	-2778	NA	2164	2253	1512	-652	NA	93609	91353	98018	4418	NA	464951	463911	457355	-3715
09:00 EST 1/10/2021	NA	6138	6363	10650	7925	NA	20263	20132	10215	-9196	NA	9777	9575	8831	-946	NA	43731	46600	43908	177	NA	14596	14982	16029	1433	NA	13004	13090	10063	-2941	NA	74486	75669	70373	-4964	NA	16612	15998	13942	-2670	NA	2244	2332	1471	-773	NA	94387	91156	98938	4558	NA	476798	474830	468941	-4116
10:00 EST 1/10/2021	NA	6518	6673	11419	8567	NA	21055	20951	10440	-9656	NA	8998	8822	9152	154	NA	45520	47587	45683	163	NA	14984	14943	16126	1142	NA	12757	12790	9904	-2853	NA	76071	76774	72032	-5180	NA	16928	16355	14307	-2621	NA	2368	2436	1327	-1041	NA	92229	89716	96895	4670	NA	479984	475271	471495	-4321
11:00 EST 1/10/2021	NA	6861	7073	11857	8928	NA	21358	21351	12496	-9423	NA	8201	7940	9288	1087	NA	47756	48735	47893	137	NA	14599	14379	15582	983	NA	12336	12690	9623	-2713	NA	77571	76657	72464	-6249	NA	17066	16536	14200	-2866	NA	2546	2607	1390	-1156	NA	90272	88302	95846	5578	NA	478297	469972	471262	-4364
12:00 EST 1/10/2021	NA	7069	7416	12254	9137	NA	20966	21019	14157	-6711	NA	7565	7165	9368	1803	NA	49540	49534	49547	8	NA	13897	13528	14411	514	NA	12131	12670	9465	-2666	NA	77823	75783	72850	-6010	NA	17124	16637	14124	-3000	NA	2654	2752	1304	-1350	NA	88678	87111	94149	5480	NA	472470	462494	465669	-3225
13:00 EST 1/10/2021	NA	7149	7525	12007	9019	NA	20352	20194	13682	-5455	NA	7110	6735	8748	1638	NA	50915	49641	50957	42	NA	13337	12827	13784	447	NA	12179	12700	9644	-2535	NA	77622	74644	73003	-5553	NA	17093	16680	14144	-2949	NA	2713	2798	1374	-1339	NA	88588	85741	93417	4834	NA	467859	454251	460299	-2576
14:00 EST 1/10/2021	NA	7073	7441	11955	9082	NA	19742	19367	13332	-5259	NA	6682	6322	8142	1460	NA	51954	49733	51909	-45	NA	12738	12349	13170	432	NA	12321	12810	9693	-2628	NA	77185	73470	72430	-5726	NA	17001	16650	14291	-2710	NA	2690	2758	1353	-1337	NA	87419	85027	91962	4547	NA	461225	446036	453957	-2382
15:00 EST 1/10/2021	NA	6953	7318	11813	8995	NA	19421	18773	13748	-5190	NA	6401	6167	7733	1332	NA	52210	49554	51960	-251	NA	12367	12086	12840	473	NA	12754	13150	10066	-2688	NA	76591	72369	72192	-5221	NA	17074	16744	14458	-2616	NA	2636	2696	1283	-1353	NA	86440	85615	90915	4478	NA	455763	440588	449586	-1924
16:00 EST 1/10/2021	NA	6794	7186	11583	8801	NA	19489	18635	14539	-4561	NA	6306	6175	7322	1016	NA	52254	48782	52001	-253	NA	12242	11889	12660	418	NA	13622	13870	10872	-2750	NA	76171	71740	71829	-5171	NA	17506	17042	15058	-2448	NA	2559	2612	1259	-1300	NA	86682	88953	91201	4524	NA	454125	441022	448434	-1663
17:00 EST 1/10/2021	NA	6648	7034	11279	8503	NA	19348	18868	14337	-3871	NA	6603	6572	7323	720	NA	52456	48983	52246	-209	NA	12383	12113	12761	378	NA	14958	15210	12412	-2546	NA	76714	72555	72854	-4731	NA	18433	17729	15461	-2972	NA	2485	2532	1260	-1225	NA	88820	95333	93051	4236	NA	460186	451530	453428	-2140
18:00 EST 1/10/2021	NA	6561	6928	11282	8687	NA	19813	19437	13027	-4990	NA	7453	7328	7763	310	NA	52831	50489	52264	-567	NA	12929	12712	13448	519	NA	16179	16250	13522	-2657	NA	78972	75752	75181	-4500	NA	19600	18777	15852	-3748	NA	2460	2476	1300	-1160	NA	95464	97485	99995	4540	NA	478934	468125	470872	-2512
19:00 EST 1/10/2021	NA	6661	6950	12010	9556	NA	21118	20574	12204	-7237	NA	8052	7888	8267	215	NA	54236	52015	53455	-781	NA	13801	13024	14556	755	NA	16090	16060	13313	-2777	NA	82360	79978	78854	-4617	NA	19604	18744	16159	-3445	NA	2495	2491	1228	-1267	NA	98887	97566	103683	4805	NA	499551	485675	492241	-2064
20:00 EST 1/10/2021	NA	6986	7220	13028	10395	NA	22910	22368	13297	-9266	NA	8268	8118	8450	182	NA	55254	54029	54517	-738	NA	13636	12913	14533	897	NA	15591	15560	12793	-2798	NA	82645	80811	78176	-5439	NA	19263	18475	16122	-3141	NA	2622	2596	1096	-1526	NA	99225	97138	104116	4900	NA	508091	495618	501123	-2711
21:00 EST 1/10/2021	NA	7342	7558	13556	10828	NA	25561	25356	14068	-10645	NA	8429	8304	8477	48	NA	54937	54665	54227	-710	NA	13140	12318	14098	958	NA	15010	14940	12194	-2816	NA	81917	80079	77894	-4865	NA	18805	18020	15904	-2901	NA	2767	2778	1144	-1623	NA	98595	95167	102911	4325	NA	510221	497720	502200	-2881
22:00 EST 1/10/2021	NA	7287	7562	13553	10810	NA	25975	26170	14031	-10857	NA	8464	8279	8496	32	NA	53895	54175	53621	-274	NA	12419	11678	13060	641	NA	14244	14140	11593	-2651	NA	80288	78670	76999	-4048	NA	18116	17331	15002	-3114	NA	2770	2773	1163	-1607	NA	96574	92386	100512	3948	NA	501668	489884	493582	-2712
23:00 EST 1/10/2021	NA	7128	7411	13434	10595	NA	25523	25837	14014	-10576	NA	8362	8206	8441	79	NA	52281	52880	51952	-329	NA	11505	10881	11984	479	NA	13355	13270	10587	-2768	NA	77768	76419	75231	-3420	NA	17231	16446	14280	-2951	NA	2692	2713	1083	-1609	NA	94756	89332	98370	3623	NA	486745	475939	479354	-2584
00:00 EST 1/11/2021	NA	6890	7197	12738	9996	NA	24921	25167	13336	-10234	NA	8296	8137	8410	114	NA	50008	50647	49961	-47	NA	10581	10036	11018	437	NA	12578	12470	9712	-2866	NA	75385	73656	73220	-2805	NA	16377	15662	13482	-2895	NA	2625	2639	1098	-1527	NA	92877	86608	96167	3299	NA	470261	459366	462348	-2629
01:00 EST 1/11/2021	NA	6567	6850	12125	9433	NA	24086	24122	12370	-10065	NA	8336	7689	8391	55	NA	48036	48535	47999	-37	NA	9940	9306	10288	348	NA	12209	12010	9612	-2597	NA	73655	71828	71442	-3015	NA	15706	15235	12527	-3179	NA	2495	2518	1074	-1421	NA	92462	86113	95738	3285	NA	458025	446455	449860	-3045
02:00 EST 1/11/2021	NA	6162	6419	11128	8578	NA	22719	22656	11475	-9642	NA	8471	7788	8402	-69	NA	46655	47733	46672	18	NA	9474	8888	9807	333	NA	12283	11760	9615	-2668	NA	72407	70544	70096	-2960	NA	15333	14880	12313	-3020	NA	2329	2370	1047	-1282	NA	91940	85824	95323	3392	NA	448223	436286	440337	-2956
03:00 EST 1/11/2021	NA	5820	6069	10250	8014	NA	21341	21300	10974	-9003	NA	8664	7987	8452	-212	NA	45998	46907	46004	6	NA	9347	8974	9717	370	NA	12262	11720	9692	-2570	NA	71442	69998	69520	-2744	NA	15088	14667	12157	-2931	NA	2196	2254	1054	-1142	NA	91555	86548	94728	3182	NA	441633	432175	434726	-2434
04:00 EST 1/11/2021	NA	5618	5816	9382	7408	NA	20459	20554	11047	-8262	NA	8834	8313	8499	-335	NA	45746	46637	45746	NA	NA	9306	8976	9779	473	NA	12381	11840	9889	-2492	NA	71393	70037	69379	-3014	NA	15056	14623	12146	-2910	NA	2117	2177	1040	-1077	NA	92309	88551	95571	3272	NA	440573	432972	434417	-1986
05:00 EST 1/11/2021	NA	5522	5555	9144	7297	NA	19872	19920	10762	-7738	NA	9052	8735	8629	-423	NA	46037	46907	46037	NA	NA	9484	9595	9881	397	NA	12483	12260	10086	-2397	NA	72005	70826	69896	-2978	NA	15317	14869	12377	-2940	NA	2080	2138	1055	-1025	NA	93459	92632	96821	3371	NA	444159	440860	438254	-1331
06:00 EST 1/11/2021	NA	5518	5480	9120	7271	NA	19656	19572	10724	-7704	NA	9527	9417	9013	-514	NA	47188	48559	47183	-5	NA	10306	10405	10671	365	NA	13189	13220	10823	-2366	NA	74023	73152	72349	-2476	NA	16120	15596	13166	-2954	NA	2082	2130	1114	-968	NA	97006	98243	100063	3066	NA	457961	459017	452092	-1337
07:00 EST 1/11/2021	NA	5604	5536	9387	7559	NA	19739	19588	10954	-7802	NA	10092	10232	9870	-222	NA	49501	51491	49122	-379	NA	11671	11473	12005	334	NA	14656	14670	12290	-2366	NA	76641	77574	75392	-2422	NA	17441	16856	14245	-3196	NA	2127	2176	1231	-896	NA	102804	102957	105446	2650	NA	482768	484465	476931	-1736
08:00 EST 1/11/2021	NA	5928	5795	9870	7944	NA	20490	20192	11518	-8399	NA	10364	10656	10085	-279	NA	52918	55517	51897	-1020	NA	12788	12167	13029	241	NA	15778	15780	13330	-2448	NA	81891	83284	80433	-3068	NA	18714	18000	15440	-3274	NA	2237	2290	1268	-969	NA	108037	104166	110855	2827	NA	511877	508758	505135	-3239
09:00 EST 1/11/2021	NA	6466	6322	11139	9091	NA	22010	21651	12989	-9113	NA	10171	10294	10276	105	NA	55247	56966	54231	-1015	NA	13227	12326	13504	277	NA	16161	16150	13490	-2671	NA	85321	85866	83581	-3558	NA	19385	18569	16380	-3005	NA	2479	2536	1242	-1237	NA	109640	102941	112796	3165	NA	528753	519342	522546	-3222
10:00 EST 1/11/2021	NA	7094	6988	13045	10373	NA	24280	23786	14851	-9754	NA	9587	9656	10122	535	NA	55724	56353	55380	-343	NA	13165	12276	13487	322	NA	16141	16140	13646	-2495	NA	86302	85805	84509	-3526	NA	19655	18786	16419	-3236	NA	2769	2865	1327	-1442	NA	109104	101103	112249	3155	NA	534302	519800	528755	-2741
11:00 EST 1/11/2021	NA	7449	7360	13424	10582	NA	25878	25282	17089	-9839	NA	8829	8783	10023	1194	NA	54971	54496	54819	-152	NA	13028	12412	13354	326	NA	16052	16060	13344	-2708	NA	86547	84999	84690	-3463	NA	19883	18846	16826	-3057	NA	2999	3066	1502	-1497	NA	107506	99324	110199	2702	NA	531973	514080	526885	-2699
12:00 EST 1/11/2021	NA	7565	7348	13503	10503	NA	25790	25266	17478	-7944	NA	8360	8137	9434	1074	NA	53825	52918	53737	-87	NA	12977	12414	13227	250	NA	16099	16080	13470	-2629	NA	86319	83931	84555	-3318	NA	19848	18822	16539	-3309	NA	3069	3072	1620	-1449	NA	106241	97738	108883	2652	NA	525861	505519	518997	-3081
13:00 EST 1/11/2021	NA	7591	7263	12926	9915	NA	24746	24234	17217	-6747	NA	8165	7550	9191	1026	NA	52422	51189	52411	-12	NA	13007	12495	13335	328	NA	16013	15990	13316	-2697	NA	85609	82586	83881	-3269	NA	19754	18727	16552	-3202	NA	3090	3030	1598	-1492	NA	105266	96464	107568	2312	NA	517704	495301	510656	-2839
14:00 EST 1/11/2021	NA	7539	7147	12516	9534	NA	23642	23253	17391	-5804	NA	8004	7196	9193	1189	NA	50877	48686	50867	-10	NA	12905	12335	13161	256	NA	15987	15920	13323	-2664	NA	84840	81107	83570	-2703	NA	19550	18616	16284	-3266	NA	3023	2975	1496	-1527	NA	104082	95436	106340	2267	NA	508703	484506	502174	-2575
15:00 EST 1/11/2021	NA	7414	7008	12297	9365	NA	22642	22642	17121	-5013	NA	7937	6906	9235	1298	NA	49325	47630	49315	-10	NA	12792	12434	13026	234	NA	15930	15880	13266	-2664	NA	83913	79770	82653	-2710	NA	19373	18551	16132	-3241	NA	2979	2898	1422	-1557	NA	102867	95583	105058	2199	NA	500411	477982	494091	-2396
16:00 EST 1/11/2021	NA	7325	6899	12080	9086	NA	22010	22213	16939	-4389	NA	7890	6778	9002	1112	NA	47818	46104	47807	-11	NA	12753	12351	12987	234	NA	16031	16320	13160	-2871	NA	82751	78675	81110	-3031	NA	19532	18678	16631	-2901	NA	2918	2840	1351	-1567	NA	102070	97975	104271	2210	NA	493842	475477	487340	-2484
17:00 EST 1/11/2021	NA	7226	6801	12043	9125	NA	21885	22332	16651	-4479	NA	8092	7108	8948	856	NA	46920	45348	46909	-11	NA	12836	12473	13069	233	NA	16664	17140	13902	-2762	NA	82369	78728	80539	-3124	NA	20090	19212	16966	-3124	NA	2854	2758	1227	-1627	NA	103158	103492	105238	2088	NA	494458	482372	487633	-2625
18:00 EST 1/11/2021	NA	7197	6783	12205	9277	NA	22349	22713	16378	-5018	NA	8559	7767	9057	498	NA	47362	45924	47249	-113	NA	13349	13311	13580	231	NA	17412	17840	14564	-2848	NA	83958	81238	81880	-3417	NA	20916	20098	18059	-2857	NA	2807	2702	1227	-1580	NA	107402	104710	109362	1970	NA	507046	494314	499968	-2759
19:00 EST 1/11/2021	NA	7296	6845	13148	10317	NA	23438	23564	14675	-6803	NA	8702	8257	8824	122	NA	49435	48565	48895	-540	NA	14137	13451	14387	250	NA	17092	17460	14296	-2796	NA	87126	85355	84507	-4290	NA	20658	19934	17659	-2999	NA	2817	2703	1442	-1375	NA	108505	103948	111083	2587	NA	521422	508154	513539	-2708
20:00 EST 1/11/2021	NA	7588	7185	13602	10575	NA	24899	24999	15534	-9242	NA	8557	8333	8938	381	NA	52165	51519	51574	-591	NA	13722	12836	13950	228	NA	16493	16890	13589	-2904	NA	87665	86218	84889	-4383	NA	20090	19485	16982	-3108	NA	2906	2796	1439	-1467	NA	107057	102669	110382	3333	NA	526878	514525	520279	-3129
21:00 EST 1/11/2021	NA	7890	7553	14183	10936	NA	27419	27404	16417	-10385	NA	8351	8250	9064	713	NA	52635	52101	52006	-630	NA	12923	12072	13104	181	NA	15693	16070	12757	-2936	NA	86511	85137	83565	-4464	NA	19427	18863	16757	-2670	NA	3021	2956	1186	-1835	NA	104861	99847	108145	3293	NA	523870	511968	516551	-3152
22:00 EST 1/11/2021	NA	7843	7528	14087	10956	NA	27730	27924	15875	-10697	NA	7980	8014	8926	946	NA	52511	51901	52141	-370	NA	11967	11202	12135	168	NA	14745	15120	11804	-2941	NA	84524	83378	81030	-4940	NA	18592	17989	16075	-2517	NA	2973	2954	1349	-1624	NA	102169	95803	106014	3854	NA	511575	500061	503848	-2898
23:00 EST 1/11/2021	NA	7602	7336	13501	10472	NA	27084	27339	15391	-10635	NA	7550	7646	8765	1215	NA	51669	51304	51444	-226	NA	NA	10314	NA	NA	NA	13698	13910	10755	-2943	NA	81969	80515	78855	-4123	NA	17497	16884	14837	-2660	NA	2895	2877	1458	-1437	NA	99779	91581	103936	4163	NA	494860	482320	489571	-2162
00:00 EST 1/12/2021	NA	7347	7097	13160	10250	NA	26240	26522	14401	-10480	NA	7118	7288	8452	1334	NA	49833	49794	49902	69	NA	NA	9461	NA	NA	NA	12882	12860	10032	-2850	NA	79045	77052	76665	-3390	NA	16464	15919	13932	-2532	NA	2732	2770	1326	-1406	NA	96530	88691	100045	3521	NA	475372	462882	469785	-2045
01:00 EST 1/12/2021	NA	6992	6733	12700	9758	NA	25247	25351	13263	-10679	NA	6837	7350	8142	1305	NA	48228	47834	48162	-66	NA	9022	8718	8976	-46	NA	12689	12150	9822	-2867	NA	77126	76453	73859	-4328	NA	15747	15432	13370	-2377	NA	2596	2621	1514	-1082	NA	93593	87701	97004	3414	NA	459189	449538	451606	-3000
02:00 EST 1/12/2021	NA	6495	6272	10913	8297	NA	23719	23772	12167	-10170	NA	6720	7277	8037	1317	NA	47474	48117	47325	-150	NA	8447	8445	8474	27	NA	12718	11850	9823	-2895	NA	75590	74795	71718	-4754	NA	15292	15022	12902	-2390	NA	2393	2434	1420	-973	NA	92448	87125	96459	4014	NA	447809	441549	439816	-3330
03:00 EST 1/12/2021	NA	6120	5879	10495	7979	NA	22258	22239	11388	-9625	NA	6656	7269	8011	1355	NA	47441	47686	47291	-150	NA	8186	7925	8156	-30	NA	12812	11730	9916	-2896	NA	74744	73989	70652	-4964	NA	15070	14775	12866	-2204	NA	2247	2288	1361	-886	NA	92447	87442	96359	3916	NA	441683	435076	434317	-3080
04:00 EST 1/12/2021	NA	5897	5663	10666	7807	NA	21373	21470	10800	-9409	NA	6657	7374	8012	1355	NA	47773	47573	47623	-150	NA	8108	7796	8099	-9	NA	12866	11800	9995	-2871	NA	74564	73862	70562	-4882	NA	15012	14705	12803	-2209	NA	2168	2146	1569	-599	NA	92527	89567	96175	3651	NA	439727	434882	433040	-3082
05:00 EST 1/12/2021	NA	5798	5690	10728	7880	NA	20718	20726	10549	-9126	NA	6829	7562	8042	1213	NA	48436	48302	48286	-150	NA	8233	8143	8264	31	NA	12924	12130	10051	-2873	NA	75021	74664	70983	-4822	NA	15219	14915	13094	-2125	NA	2096	2075	1686	-410	NA	94515	93927	98142	3630	NA	443746	442515	436969	-3292
06:00 EST 1/12/2021	NA	5788	5660	10823	7970	NA	20375	20329	10503	-8915	NA	7263	8050	8033	770	NA	49911	49686	49761	-151	NA	8908	8931	8986	78	NA	13347	13060	10591	-2756	NA	76159	77106	72585	-4456	NA	15968	15595	13616	-2352	NA	2062	2028	1652	-410	NA	96834	100347	99943	3112	NA	454617	460097	448026	-3328
07:00 EST 1/12/2021	NA	5828	5703	10869	8088	NA	20335	20270	10808	-8827	NA	7791	8760	8220	429	NA	52634	52473	52471	-164	NA	10060	10114	10132	72	NA	14383	14630	11716	-2667	NA	79780	81704	76421	-4426	NA	17283	16823	14858	-2425	NA	2069	2035	1614	-455	NA	103186	105010	105773	2592	NA	480311	485409	473368	-3962
08:00 EST 1/12/2021	NA	5988	5950	11264	8249	NA	20918	20879	11598	-8976	NA	8190	9013	8124	-66	NA	56389	56165	55837	-552	NA	11053	10906	11087	34	NA	15434	15470	12612	-2822	NA	84908	87188	81737	-4562	NA	18499	17889	15793	-2706	NA	2121	2098	1614	-507	NA	108931	105053	111843	2920	NA	509244	507652	502257	-4713
09:00 EST 1/12/2021	NA	6397	6514	12266	9050	NA	22307	22320	12695	-9386	NA	8326	8833	8082	-244	NA	58475	57582	58009	-466	NA	11826	11299	11822	-4	NA	15632	15380	12822	-2810	NA	87896	88914	84855	-4698	NA	19051	18303	16212	-2839	NA	2336	2308	1543	-793	NA	109751	102628	113195	3452	NA	525674	516016	519027	-4489
10:00 EST 1/12/2021	NA	6973	7119	14338	11020	NA	24480	24593	14242	-10396	NA	8238	8293	8142	-96	NA	57301	55521	56961	-340	NA	12467	11770	12582	115	NA	15247	15280	12475	-2772	NA	87539	87798	83612	-5538	NA	19163	18374	16603	-2560	NA	2586	2601	1430	-1156	NA	106957	100061	110746	3793	NA	527275	513148	521710	-3230
11:00 EST 1/12/2021	NA	7309	7420	14614	11493	NA	25706	25742	16155	-10298	NA	8090	7759	8371	281	NA	54352	52883	54285	-67	NA	12846	12289	12969	123	NA	14667	14780	12053	-2614	NA	85799	85971	81693	-5497	NA	19088	18325	16536	-2552	NA	2758	2784	1348	-1410	NA	103719	97874	107263	3549	NA	518576	504688	512977	-3014
12:00 EST 1/12/2021	NA	7336	7403	14467	11232	NA	25782	25393	16673	-8974	NA	7875	7316	8333	458	NA	51488	50253	51679	191	NA	13084	12565	13130	46	NA	14142	14440	11671	-2471	NA	83411	83939	79151	-5398	NA	19017	18243	16383	-2634	NA	2813	2815	1253	-1560	NA	101204	96043	104557	3360	NA	506259	493053	499403	-3337
13:00 EST 1/12/2021	NA	7250	7284	14148	10862	NA	25322	24665	16437	-8202	NA	7529	6969	8140	611	NA	48970	48301	48966	-4	NA	13135	12734	13276	141	NA	14255	14130	11656	-2599	NA	81414	81764	77342	-5051	NA	18925	18141	16151	-2774	NA	2854	2836	1232	-1622	NA	99121	94470	102450	3338	NA	494013	480979	486510	-3436
14:00 EST 1/12/2021	NA	7205	7108	14343	11045	NA	24746	23821	15712	-8010	NA	7176	6743	7774	598	NA	46999	46408	46989	-9	NA	13067	12668	13093	26	NA	14569	14140	11838	-2731	NA	79366	79883	75438	-4847	NA	18882	18065	16020	-2862	NA	2831	2822	1290	-1541	NA	97046	93311	100772	3729	NA	482964	470820	476006	-2517
15:00 EST 1/12/2021	NA	7162	7016	14160	11014	NA	24243	23430	15291	-8213	NA	6914	6499	7494	580	NA	45342	44886	45333	-9	NA	12913	12505	13016	103	NA	14800	14330	11871	-2929	NA	77624	78336	73433	-4962	NA	18843	18059	15713	-3130	NA	2813	2782	1181	-1632	NA	95981	93449	99633	3657	NA	473410	463482	466382	-2631
16:00 EST 1/12/2021	NA	7076	6935	13801	10776	NA	23887	23311	15033	-8167	NA	6793	6455	7125	332	NA	44158	43531	44149	-9	NA	12859	12518	12904	45	NA	15124	14820	12012	-3112	NA	76155	77088	72176	-4854	NA	18938	18270	16184	-2754	NA	2749	2752	1237	-1512	NA	95411	95796	98581	3173	NA	466720	461374	459607	-2806
17:00 EST 1/12/2021	NA	6900	6840	13807	10941	NA	23834	23357	14339	-8679	NA	6963	6804	6952	-11	NA	43776	43009	43767	-9	NA	13091	12494	13066	-25	NA	15924	15930	12768	-3156	NA	75835	76921	72131	-4415	NA	19574	18837	16698	-2876	NA	2728	2696	1255	-1473	NA	97304	101601	100226	2925	NA	469359	468601	462210	-2586
18:00 EST 1/12/2021	NA	6798	6788	13556	10598	NA	24133	23611	15144	-8987	NA	7569	7550	7335	-234	NA	44394	43710	44358	-36	NA	13643	13284	13876	233	NA	16925	17060	13706	-3219	NA	77430	79267	74319	-4007	NA	20537	19758	17418	-3119	NA	2692	2656	1265	-1427	NA	103247	103424	105898	2659	NA	485325	481998	478987	-2964
19:00 EST 1/12/2021	NA	6761	6838	13544	10523	NA	24825	24132	14848	-9012	NA	8055	7995	7929	-126	NA	46567	46037	46187	-380	NA	14338	13517	14610	272	NA	16703	16930	13482	-3221	NA	81435	83622	78455	-4337	NA	20335	19619	17565	-2770	NA	2661	2642	1273	-1388	NA	106143	103061	108744	2609	NA	504505	498209	496806	-3888
20:00 EST 1/12/2021	NA	7026	7145	14623	11125	NA	25499	25607	15724	-9559	NA	8169	8065	8157	-12	NA	48975	48252	48335	-641	NA	13991	12885	14272	281	NA	16060	16430	12766	-3294	NA	82759	84777	79328	-4697	NA	19779	19256	17138	-2641	NA	2700	2728	1295	-1405	NA	105438	101831	108393	2964	NA	512514	505743	506047	-3562
21:00 EST 1/12/2021	NA	7259	7482	14874	11253	NA	27625	27661	16392	-10393	NA	8142	8077	8169	27	NA	49364	48710	49075	-289	NA	13314	12129	13504	190	NA	15311	15730	12118	-3193	NA	82206	84070	78626	-4637	NA	19097	18688	16542	-2555	NA	2809	2866	1280	-1529	NA	103861	99129	107105	3252	NA	512292	504888	505633	-2799
22:00 EST 1/12/2021	NA	7240	7467	14803	11384	NA	27730	28093	16246	-10558	NA	8043	7932	8158	115	NA	49192	48872	49031	-162	NA	12400	11193	12424	24	NA	14387	14790	11475	-2912	NA	80840	82707	77416	-4258	NA	18274	17843	16035	-2239	NA	2773	2845	1394	-1379	NA	101232	95101	104537	3313	NA	503525	494854	497250	-1967
23:00 EST 1/12/2021	NA	7021	7246	14417	11427	NA	26999	27506	15391	-10289	NA	7796	7626	8135	339	NA	48290	47820	48368	79	NA	11395	10266	11423	28	NA	13455	13670	10552	-2903	NA	78446	80231	75496	-3849	NA	17195	16795	14814	-2381	NA	2686	2754	1306	-1380	NA	97719	90986	101317	3604	NA	487327	477810	480965	-1541
00:00 EST 1/13/2021	NA	6833	6931	13859	11194	NA	26105	26692	14406	-10321	NA	7603	7367	7993	390	NA	46395	45882	46462	68	NA	10163	NA	10206	43	NA	12581	12690	9610	-2971	NA	75425	77067	73406	-2942	NA	16194	15871	13788	-2406	NA	2551	2634	1258	-1293	NA	94911	88263	98096	3188	NA	468652	450109	462442	-1223
01:00 EST 1/13/2021	NA	6423	6499	13526	11305	NA	25004	25644	13091	-10174	NA	7569	7247	7944	375	NA	44857	44100	44771	-80	NA	9672	8858	9786	114	NA	11951	11780	8975	-2976	NA	73892	75261	71492	-3300	NA	15488	15277	13094	-2394	NA	2390	2467	1261	-1129	NA	92866	87713	96518	3656	NA	454804	445152	448329	-1130
02:00 EST 1/13/2021	NA	6048	6052	12108	10246	NA	23522	24023	12331	-10085	NA	7695	7258	8014	319	NA	44099	43547	43976	-124	NA	9029	8575	9124	95	NA	11777	11430	8847	-2930	NA	72348	73582	69090	-4091	NA	15004	14903	12520	-2484	NA	2207	2288	1253	-954	NA	91648	87228	96633	4993	NA	444795	435998	438870	-1237
03:00 EST 1/13/2021	NA	5626	5729	11709	10327	NA	22055	22434	10715	-9533	NA	7826	7366	7817	-9	NA	44144	43238	44173	29	NA	8783	8243	8885	102	NA	11676	11280	8756	-2920	NA	71567	72757	68301	-3928	NA	14761	14667	12353	-2408	NA	2052	2123	1065	-987	NA	91376	87697	96098	4728	NA	439767	431111	433286	-803
04:00 EST 1/13/2021	NA	5235	5435	12058	10672	NA	21228	21236	10755	-9378	NA	8012	7575	8014	2	NA	44579	42982	44930	351	NA	8756	8403	8835	79	NA	11704	11340	8845	-2859	NA	70964	72601	68055	-3549	NA	14689	14608	12379	-2310	NA	1938	2008	940	-998	NA	92038	89615	96393	4364	NA	437948	430717	433103	-239
05:00 EST 1/13/2021	NA	4978	5408	12051	10436	NA	20542	20494	10002	-8979	NA	8363	7967	8170	-193	NA	45498	43489	46025	527	NA	8994	8707	9120	126	NA	11929	11640	9100	-2829	NA	70582	73334	67964	-3448	NA	14909	14833	12760	-2149	NA	1842	1938	862	-980	NA	93177	93874	97159	3991	NA	441160	438542	435533	-1232
